objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,category1,category2,category3,category4,category5,category6
39932,Chariots of Fire,2010,3810,2,2,120,120,4,213,Ancient, War,error,error,error,error
188188,Complots,2013,3811,2,8,15,15,5,350,Bluffing, card, Deduction,error,error,error
37672,Warhammer 40,2008,3812,2,0,240,240,8,292,Fighting, Miniatures, Sci_Fi, War,error,error
4921,3rd Fleet,1990,3813,2,4,180,180,2,267,War, War, War,error,error,error
12194,Munchkin Bites!,2004,3814,3,6,90,90,20,2781,card, Fighting, Horror, Humor,error,error
123045,Uncharted  The Board Game,2012,3815,1,4,45,45,11,512,Adventure, card, Fighting, Adaptation,error,error
8273,Alexandros,2003,3816,2,4,45,45,22,907,strategy, Ancient, Territory Building,error,error,error
9735,Duell,2004,3817,2,2,30,30,6,591,card, Fighting, Sports,error,error,error
13089,Wie ich die Welt sehe...,2004,3818,2,15,30,30,4,297,card, Party Game, Word Game,error,error,error
28452,Valor & Victory  H-Hour,2007,3819,2,2,60,60,14,217,Print & Play, War, War,error,error,error
225910,Terrors of London,2019,3820,2,2,20,40,4,272,card, Fighting, Horror,error,error,error
132148,Napoleon against Europe,2013,3821,2,2,120,900,6,188,War, War,error,error,error,error
29875,Barbarossa  Kiev to Rostov,2008,3822,1,4,240,240,6,193,War, War,error,error,error,error
111081,Tier auf Tier  Gipfelst\u00fcrmer,2011,3823,2,4,15,15,6,276,Dexterity, Animals, Childrens Game,error,error,error
42444,Batt'l Kha'os,2009,3824,2,2,30,30,3,666,Fantasy, Fighting,error,error,error,error
149620,Advanced Squad Leader  Starter Kit Historical Module 1 \u2013 Decision at Elst,2014,3825,2,2,360,720,4,158,War, War,error,error,error,error
233973,Huns,2018,3826,2,4,30,45,11,369,card,error,error,error,error,error
436,Canyon,1997,3827,3,6,45,45,11,741,card, Racing,error,error,error,error
5767,Mammoth Hunters,2003,3828,3,5,90,90,14,997,Prehistoric,error,error,error,error,error
5297,World War I  Deluxe Edition,1975,3829,2,2,180,180,8,373,War, War,error,error,error,error
3414,Yom Kippur,1995,3830,2,2,240,240,4,324,War, War,error,error,error,error
145975,Hoplite,2014,3831,1,4,60,480,7,188,Ancient, War,error,error,error,error
172062,Fairytale Gloom,2015,3832,2,5,30,60,4,518,card, Fantasy, Humor,error,error,error
203740,Age of Thieves,2016,3833,2,4,60,120,10,370,Fantasy, Miniatures, Renaissance, secret_agent,error,error
202982,Scrawl,2016,3834,4,8,30,30,4,303,Party Game,error,error,error,error,error
34,Arkham Horror,1987,3835,1,8,180,180,5,504,Adventure, Horror, Adaptation,error,error,error
158815,At Any Cost  Metz 1870,2018,3836,1,2,120,480,3,166,Post-War, War,error,error,error,error
102144,Perplexus Epic,2010,3837,1,1,30,30,2,227,Dexterity, Maze,error,error,error,error
145654,Invaders,2013,3838,2,2,60,60,4,311,card, Fighting, Horror, Sci_Fi,error,error
191579,Teenage Mutant Ninja Turtles Dice Masters,2016,3839,2,4,30,30,2,258,Collectible, Adaptation, Dice, Fighting,error,error
117838,Oz Fluxx,2012,3840,2,6,10,40,6,760,card,error,error,error,error,error
250561,Kick-Ass  The Board Game,2018,3841,1,4,60,90,5,240,Adaptation,error,error,error,error,error
181811,Tatsu,2016,3842,2,2,30,45,6,397,strategy, Dice,error,error,error,error
49276,Battle for Moscow (second edition),2009,3843,2,2,50,50,15,323,War, War,error,error,error,error
33924,Nightfighter,2011,3844,1,2,60,60,14,232,Aviation, War, War,error,error,error
118023,Keltis  Das W\u00fcrfelspiel,2012,3845,2,4,30,30,6,495,Dice,error,error,error,error,error
10183,Napoleon at Leipzig,1979,3846,1,3,60,300,5,232,War, War,error,error,error,error
68603,Popular Front,2010,3847,2,6,90,90,20,274,Bluffing, card, War, Political, War,error
7086,Guilford,2002,3848,1,2,180,180,3,264,Age of Reason, American Revolutionary War, War,error,error,error
8138,Kogge,2003,3849,2,4,90,90,6,325,Economic, War, Renaissance,error,error,error
145219,Craftsmen,2013,3850,2,5,120,180,11,418,Economic, industry_manuf, Medieval,error,error,error
165877,Spellcaster,2014,3851,2,4,20,30,12,451,card,error,error,error,error,error
2579,Arctic Front,1985,3852,2,2,240,240,1,253,War, War,error,error,error,error
115288,Penny Arcade  The Game \u2013 Rumble in R'lyeh,2012,3853,2,4,30,45,4,330,card, Adaptation, Adaptation,error,error,error
1681,Tokyo Express,1988,3854,1,2,180,180,9,296,War, War, War,error,error,error
178896,Last Blitzkrieg,2016,3855,2,4,180,960,7,151,War, War,error,error,error,error
6738,Quicksand,2003,3856,2,5,10,20,20,1066,Adventure, Bluffing, card, Exploration, Racing,error
175334,The Undercity  An Iron Kingdoms Adventure Board Game,2015,3857,2,4,60,120,10,301,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
4753,King's Gate,2002,3858,2,4,30,30,11,804,Medieval,error,error,error,error,error
4401,Canal Grande,2002,3859,2,2,45,45,4,555,card, Renaissance,error,error,error,error
25685,Blackbeard  The Golden Age of Piracy,2008,3860,1,5,120,120,46,1112,Adventure, Age of Reason, War, Pirates, War,error
232079,How to Rob a Bank,2017,3861,2,4,30,30,9,495,Bluffing, card,error,error,error,error
4920,5th Fleet,1989,3862,2,4,180,180,4,289,War, War,error,error,error,error
16804,Panzer Grenadier  Eastern Front,2005,3863,2,2,120,120,7,294,War, War,error,error,error,error
110331,Infarkt,2011,3864,2,5,45,45,8,452,Humor, Medical, Party Game,error,error,error
1982,Black Spy,1981,3865,3,6,45,45,13,600,card, secret_agent,error,error,error,error
711,Elfenroads,1992,3866,2,6,120,120,3,282,Fantasy, Transportation,error,error,error,error
255683,Roll for Adventure,2018,3867,2,4,30,30,8,346,Fantasy,error,error,error,error,error
210271,Guild Ball  Kick Off!,2016,3868,2,2,60,60,0,186,Fantasy, Medieval, Miniatures, Sports,error,error
171672,\u8001\u4e8c\u54f2\u5b78,2015,3869,2,6,15,25,11,943,Racing,error,error,error,error,error
59149,Bunny Bunny Moose Moose,2009,3870,3,6,20,20,12,931,Dexterity, Animals, Humor, Party Game,error,error
6209,Mag\u00b7Blast (Second Edition),2002,3871,2,8,20,20,9,679,card, Sci_Fi,error,error,error,error
94396,It Never Snows,2012,3872,1,6,540,1500,11,210,War, War,error,error,error,error
230852,BONK,2017,3873,2,4,10,10,17,434,Dexterity,error,error,error,error,error
141067,History Maker Baseball,2013,3874,1,2,30,30,7,162,Sports,error,error,error,error,error
17857,18Scan,2005,3875,2,4,180,180,8,209,Economic, Trains, Transportation,error,error,error
35289,The Dutch Golden Age,2008,3876,3,4,60,60,13,566,Economic, Territory Building,error,error,error,error
163172,Waterloo 1815  Fallen Eagles,2015,3877,1,3,60,720,10,164,War, War,error,error,error,error
1339,Dungeon!,1975,3878,1,8,30,30,35,3476,Adventure, Exploration, Fantasy, Fighting,error,error
66781,Space Infantry,2011,3879,1,2,20,60,9,313,Sci_Fi, War,error,error,error,error
171492,Vienna,2015,3880,3,5,30,30,7,461,2015 Gioco dellu2019Anno Nominee, 2015 Spiel der Spiele Hit mit Freunden Recommended,error,error,error,error
137900,Jupiter Rescue,2013,3881,2,7,30,60,3,364,Sci_Fi,error,error,error,error,error
244212,Railroad Rivals,2018,3882,1,5,30,60,11,433,Trains,error,error,error,error,error
254110,A Thief's Fortune,2018,3883,1,4,45,90,10,299,Arabian, card, Fantasy,error,error,error
224079,Sailing Toward Osiris,2018,3884,2,5,60,90,9,346,Ancient, Negotiation,error,error,error,error
230304,Unlock! The Nautilus' Traps,2017,3885,1,6,60,60,19,1407,card, Exploration, Puzzle, Real-time,error,error
19419,Euphrates & Tigris  Contest of Kings,2005,3886,2,4,45,45,15,1180,Ancient, card, Civilization,error,error,error
17997,Anno Domini  Sex & Crime,1998,3887,2,8,30,30,5,334,Bluffing, card, Humor, Party Game, Trivia,error
253574,Crusader Kings,2019,3888,3,5,180,180,19,392,Medieval, Negotiation, Political, Adaptation, War,error
183959,Latice,2015,3889,2,4,10,30,9,380,strategy,error,error,error,error,error
460,Railway Rivals,1984,3890,2,6,90,90,8,379,Racing, Trains,error,error,error,error
2154,Thunderbolt\/Apache Leader,1991,3891,1,1,300,300,7,246,Aviation, War, War,error,error,error
5511,Southern Front,1984,3892,2,2,360,360,2,224,War, War,error,error,error,error
126750,Sonne und Mond,2012,3893,2,4,20,20,14,599,Animals, card,error,error,error,error
160409,Too Many Cinderellas,2014,3894,2,4,10,10,11,526,card, Deduction,error,error,error,error
13286,Gloria Mundi,2006,3895,2,6,60,60,35,1068,Ancient, City Building,error,error,error,error
3573,Napoleon at Waterloo,1971,3896,2,2,30,30,12,460,War, War,error,error,error,error
7103,Ace of Aces  Flying Machines,1983,3897,2,2,20,20,3,282,Aviation, War, War,error,error,error
141653,Disc Duelers,2013,3898,2,21,45,45,8,346,Dexterity, Fighting, Racing, Sports,error,error
267814,Adventure Games  Monochrome Inc.,2019,3899,1,4,75,75,8,285,KOSMOS, 999 Games, Zvezda,error,error,error
109548,Hemloch,2011,3900,2,2,30,30,6,325,card, Fantasy,error,error,error,error
248167,Pandoria,2018,3901,2,4,90,120,9,305,Economic, Fantasy, Farming, Territory Building,error,error
3218,The Arab-Israeli Wars,1977,3902,2,2,240,240,12,633,Arabian, War, War,error,error,error
4356,Monkeys on the Moon,2002,3903,2,4,60,60,17,742,Animals, card, Humor, Sci_Fi,error,error
814,Search,1998,3904,2,5,10,30,13,1614,card, Religious,error,error,error,error
247314,Concept Kids  Animals,2018,3905,2,12,20,20,3,257,Animals, Childrens Game, Deduction,error,error,error
256918,Cerberus,2018,3906,3,7,30,45,9,350,Adventure, Mythology, Negotiation,error,error,error
130295,Spellbound,2012,3907,1,4,60,60,6,313,Adventure, Fantasy,error,error,error,error
146228,1714  The Case of the Catalans,2014,3908,2,5,120,120,21,301,Age of Reason, Negotiation, War,error,error,error
279,The Very Clever Pipe Game,1996,3909,2,4,20,20,7,807,strategy, card,error,error,error,error
222862,Archmage,2018,3910,1,4,60,120,12,359,Exploration, Fantasy, Territory Building,error,error,error
94373,Dien Bien Phu  The Final Gamble,2014,3911,2,2,360,1440,5,161,War, War, War,error,error,error
164158,SHH,2015,3912,2,4,10,10,10,449,Deduction, Word Game,error,error,error,error
166107,Matcha,2015,3913,2,2,20,20,2,531,Bluffing, card,error,error,error,error
3597,Strat-O-Matic Hockey,1978,3914,2,2,90,90,12,292,Sports,error,error,error,error,error
222145,Lucidity  Six-Sided Nightmares,2018,3915,1,4,20,30,15,601,Dice, Horror,error,error,error,error
23919,China Rails,2007,3916,2,6,180,240,6,268,Economic, Trains, Transportation,error,error,error
85424,La Bataille de la Moscowa (third edition),2011,3917,2,8,1000,1000,6,143,War, War,error,error,error,error
41762,Le Passe-Trappe Micro,2008,3918,2,2,10,10,7,497,Dexterity, Childrens Game,error,error,error,error
6137,Drive,2003,3919,2,4,30,30,10,466,Animals, card,error,error,error,error
57,Schoko & Co.,1987,3920,2,4,180,180,9,389,Economic,error,error,error,error,error
147614,Crazy Time,2013,3921,4,7,30,30,5,315,Dexterity, card, Party Game,error,error,error
72132,Dragon Rampage,2012,3922,3,5,90,120,17,497,Dice, Fantasy,error,error,error,error
176146,The Lamps Are Going Out,2016,3923,2,4,180,240,14,221,War, War,error,error,error,error
232041,Deja Vu  Fragments of Memory,2018,3924,2,4,45,90,7,245,Fantasy, Sci_Fi,error,error,error,error
261145,Detective Stories  Case 1 \u2013 The Fire in Adlerstein,2018,3925,1,5,90,120,10,168,Deduction, murder_mystery, Party Game, Puzzle,error,error
1942,Foppen,1995,3926,3,6,20,20,8,393,card,error,error,error,error,error
34010,Journey to the Center of the Earth,2008,3927,2,4,60,60,15,686,Adventure, Adaptation, Travel,error,error,error
153625,Han,2014,3928,2,5,45,45,10,242,Ancient, Territory Building,error,error,error,error
1448,Freight Train,1993,3929,2,5,90,90,10,506,card, Trains,error,error,error,error
256804,Exploding Kittens  Party Pack,2017,3930,2,10,15,15,7,249,Animals, card, Adaptation, Humor,error,error
93971,Nile DeLuxor,2011,3931,2,6,30,30,13,392,Ancient, card, Farming, Print & Play,error,error
213149,The King's Will,2017,3932,2,4,50,90,8,272,Farming, industry_manuf, Medieval, Territory Building,error,error
220155,Groves,2018,3933,1,4,60,60,11,260,Fantasy,error,error,error,error,error
172613,Pirates of the 7 Seas,2015,3934,2,4,45,60,13,393,Pirates,error,error,error,error,error
129359,Munchkin Pathfinder  Guest Artist Edition,2013,3935,3,6,60,90,3,759,card, Fantasy, Fighting, Humor,error,error
102181,In a Grove,2011,3936,3,4,20,20,12,612,Bluffing, Deduction, murder_mystery,error,error,error
231554,Herbalism,2017,3937,3,4,15,30,7,361,card, Deduction, Medical, Memory, Mythology, Puzzle
16000,1825 Unit 2,2000,3938,2,4,180,180,7,186,Trains, Transportation,error,error,error,error
67178,Water Lily,2010,3939,2,4,20,20,8,399,strategy, Animals, Bluffing, Childrens Game, Racing,error
950,Four Dragons,2000,3940,3,4,30,30,5,418,card, Deduction, Horror,error,error,error
247935,Tramways Engineer's Workbook,2018,3941,1,2,10,30,8,189,City Building, Trains, Transportation,error,error,error
10496,Camelot Legends,2004,3942,2,4,60,60,28,1183,Adventure, card, Medieval,error,error,error
193238,Tunisia II,2016,3943,1,2,120,3000,4,141,War, War,error,error,error,error
28284,Lock 'n Load  Heroes of the Blitzkrieg,2009,3944,2,2,30,30,12,184,War, War,error,error,error,error
9606,Cluzzle,2004,3945,3,6,45,45,10,623,Deduction, Party Game, Puzzle,error,error,error
67917,Colonialism,2013,3946,2,4,90,90,12,312,Bluffing, Political, War,error,error,error
165477,Orcs Orcs Orcs,2014,3947,2,4,45,45,10,531,Fantasy,error,error,error,error,error
169275,Pixel Tactics 4,2015,3948,2,2,45,45,2,231,card, Fantasy, Fighting, Adaptation,error,error
235544,Specter Ops  Broken Covenant,2018,3949,2,5,90,90,2,171,Deduction, Miniatures, Sci_Fi, secret_agent,error,error
255633,Town Builder  Coevorden,2019,3950,1,4,30,60,5,219,card, City Building,error,error,error,error
2968,Ka-Ching!,2001,3951,2,4,20,20,10,506,card, Economic,error,error,error,error
10641,Barbarossa  Army Group South,1996,3952,1,4,240,240,4,165,War, War,error,error,error,error
155460,The Hobbit  An Unexpected Journey Deck-Building Game,2014,3953,2,5,45,45,3,321,card, Adaptation, Adaptation,error,error,error
182074,Antarctica,2015,3954,2,4,45,90,10,570,Argentum Verlag, Egmont Polska,error,error,error,error
92363,Amateurs to Arms!,2012,3955,2,2,150,150,4,177,Age of Reason, War, War,error,error,error
72478,Trollhalla,2011,3956,2,4,60,60,18,390,Fantasy, Humor, Medieval, War, Transportation,error
36325,Down in Flames  Aces High,2008,3957,2,6,45,45,7,274,Aviation, card, War, War,error,error
21930,Ligretto Football,2006,3958,2,8,10,10,10,581,card, Real-time, Sports,error,error,error
188178,Draconis Invasion,2016,3959,1,6,30,90,4,386,card, Fantasy,error,error,error,error
282853,Catan  Starfarers,2019,3960,3,4,120,120,5,169,Exploration, Negotiation, Sci_Fi, Space Exploration,error,error
64220,Richard Scarry's Busytown  Eye found it! Game,2009,3961,2,4,30,30,10,469,Childrens Game, Racing,error,error,error,error
228580,Gearworks,2018,3962,1,4,30,45,11,302,card,error,error,error,error,error
212662,The Red Dragon Inn 6  Villains,2017,3963,2,4,30,60,3,216,card, Fantasy, Humor, Party Game,error,error
171356,Argonauts,2015,3964,1,4,60,60,10,283,Adventure, Exploration, Mythology,error,error,error
228051,Warhammer 40,2018,3965,2,2,30,120,5,192,Sci_Fi, War,error,error,error,error
5369,Hordes of the Things,1991,3966,2,6,45,45,6,242,Fantasy, Fighting, Miniatures, War,error,error
534,N.Y. Chase,1999,3967,3,6,45,45,7,552,Deduction, Transportation,error,error,error,error
220774,Codenames  Marvel,2017,3968,2,8,15,15,3,646,card, Adaptation, Deduction, Party Game,error,error
132817,Xanad\u00fa,2012,3969,2,6,40,70,21,415,Ancient, card, Economic, industry_manuf,error,error
96260,Dominant Species  The Card Game,2012,3970,2,6,60,60,27,1281,card, Prehistoric,error,error,error,error
217475,Twenty One,2017,3971,2,6,15,15,7,504,Dice,error,error,error,error,error
66982,Boomerang,2010,3972,3,5,30,30,7,486,Animals,error,error,error,error,error
247694,TEAM3 PINK,2019,3973,3,6,30,30,4,236,Dexterity,error,error,error,error,error
10206,Make 'n' Break,2004,3974,2,4,30,30,9,1008,Dexterity, card,error,error,error,error
3383,Mah\u00e9,1974,3975,2,6,20,20,11,596,Animals, Dice,error,error,error,error
198414,Dwarven Smithy,2018,3976,2,4,60,90,8,232,card, Fantasy,error,error,error,error
234877,Sebastian Fitzek Safehouse,2017,3977,2,4,30,30,11,426,card, murder_mystery, Real-time,error,error,error
1894,War Galley,1999,3978,2,2,360,360,6,270,Ancient, War, War,error,error,error
235465,Karuba  The Card Game,2017,3979,2,6,10,15,10,458,Adventure, card, Puzzle,error,error,error
4475,Unexpected Treasures,2002,3980,3,6,30,30,11,700,2F-Spiele, Arclight, Edge Entertainment, Rio Grande Games,error,error
172969,Pixel Tactics 5,2015,3981,2,2,45,45,2,214,card, Expansion for Base-game, Fantasy, Fighting, Adaptation,error
1708,Stellar Conquest,1975,3982,2,4,240,240,10,562,Economic, Sci_Fi, Space Exploration, War,error,error
149097,Spurs  A Tale in the Old West,2014,3983,3,5,90,90,3,286,Dexterity, Adventure, American West, Real-time,error,error
6923,BattleTech  CityTech,1986,3984,2,6,90,90,1,349,Miniatures, Sci_Fi, War,error,error,error
241491,Who Did It?,2018,3985,3,6,15,15,9,517,Animals, card, Childrens Game, Memory,error,error
200834,Sola Fide  The Reformation,2016,3986,2,2,45,45,4,424,card, Educational, Political, Religious,error,error
199242,Mini Rogue,2016,3987,1,1,10,60,10,288,Adventure, Fantasy, Print & Play,error,error,error
27968,Red Star Rising  The War in Russia,2007,3988,2,2,1200,1200,5,210,War, War,error,error,error,error
11081,Familienbande,2004,3989,2,4,20,20,10,584,card,error,error,error,error,error
1799,Warlord  Saga of the Storm,2001,3990,2,4,10,10,9,385,card, Collectible, Fantasy,error,error,error
121423,Skyline,2012,3991,1,4,10,20,12,1305,City Building, Dice,error,error,error,error
35369,Martian Fluxx,2009,3992,2,6,5,30,9,888,card, Sci_Fi,error,error,error,error
126912,Lady Alice,2012,3993,3,5,30,30,17,565,Bluffing, Deduction,error,error,error,error
230050,The Legend of Korra  Pro-Bending Arena,2018,3994,2,2,30,45,5,213,card, Fighting, Miniatures, Adaptation, Sports,error
86177,Genesis  Empires and Kingdoms of the Ancient Middle East,2015,3995,1,5,450,600,4,235,Ancient, Civilization, War,error,error,error
147716,Mars Attacks  The Miniatures Game,2014,3996,2,2,120,120,6,271,Humor, Miniatures, Sci_Fi, War,error,error
192351,World Monuments,2016,3997,2,4,45,45,13,647,Renaissance,error,error,error,error,error
12157,Unanimo,1990,3998,3,8,30,30,5,288,Bluffing, Party Game, Word Game,error,error,error
200247,Austerlitz 1805  Rising Eagles,2016,3999,1,6,60,600,7,145,War, War,error,error,error,error
93541,Urbania,2012,4000,2,5,45,45,7,453,City Building,error,error,error,error,error
226605,Fire Tower,2019,4001,2,4,15,30,9,272,strategy, Environmental,error,error,error,error
162351,Shadows Over Normandie  Achtung! Cthulhu,2015,4002,2,3,30,30,5,267,Horror, War, War,error,error,error
201006,Bum\u00fant\u00fa,2019,4003,2,5,20,40,3,269,strategy, Animals, Educational,error,error,error
203719,Krosmaster Arena 2.0,2016,4004,2,4,45,60,1,255,Collectible, Fantasy, Fighting, Miniatures,error,error
257063,SiegeStorm  SiegeMode,2019,4005,1,2,20,30,5,219,card, Fighting,error,error,error,error
159143,HUE,2015,4006,2,5,10,10,2,478,strategy, card,error,error,error,error
95613,Mammut,2011,4007,2,5,30,30,10,603,Animals, Negotiation, Prehistoric,error,error,error
240529,Microbrew,2017,4008,2,2,45,60,13,297,Economic, Print & Play, Puzzle,error,error,error
255805,Honga,2018,4009,2,5,30,45,9,276,Prehistoric,error,error,error,error,error
4974,Wellington's Victory  Battle of Waterloo Game \u2013 June 18th,1976,4010,2,2,240,240,3,286,War, War,error,error,error,error
2800,The Ironclads,1979,4011,1,8,120,120,3,247,American War, War, War, War,error,error
16320,Bonnie and Clyde,2009,4012,2,4,45,45,10,612,card,error,error,error,error,error
4984,Jutland,1967,4013,2,2,120,120,8,459,War, War, War,error,error,error
28185,The Kaiser's Pirates,2007,4014,1,4,90,90,17,524,card, War, War, War,error,error
126613,Warhammer 40,2012,4015,2,12,120,120,8,361,Fighting, Miniatures, Sci_Fi,error,error,error
217099,Seeders from Sereis  Exodus,2017,4016,2,4,120,120,4,213,Sci_Fi, Space Exploration,error,error,error,error
204675,The Arrival,2016,4017,2,4,75,90,10,357,Ancient, Civilization, Mythology, Territory Building,error,error
254088,Gravity Superstar,2018,4018,2,6,15,30,4,288,Adaptation,error,error,error,error,error
149910,Six Making,2013,4019,2,2,25,25,6,212,strategy,error,error,error,error,error
151,Piratenbillard,1959,4020,2,4,15,15,3,383,Dexterity, Pirates,error,error,error,error
109764,Quarantine,2013,4021,2,4,60,60,24,862,Medical,error,error,error,error,error
163027,Loop Inc.,2015,4022,2,4,20,40,9,473,Sci_Fi, Travel,error,error,error,error
28907,B-29 Superfortress,2008,4023,1,1,90,90,15,312,Aviation, War, War,error,error,error
8126,Maya,2003,4024,3,5,90,90,4,582,Ancient,error,error,error,error,error
233976,Pie Town,2017,4025,2,4,60,90,3,421,Deduction, Dice,error,error,error,error
9021,Sunken City,2004,4026,2,4,45,45,14,836,Adventure, Ancient, Exploration, Mythology,error,error
24416,Santy Anno,2006,4027,3,8,30,30,9,556,Pirates,error,error,error,error,error
13071,Age of Gods,2004,4028,3,6,90,90,22,699,Bluffing, Fantasy, Mythology,error,error,error
146,Palmyra,1996,4029,2,4,60,60,14,853,Economic,error,error,error,error,error
192401,Dungeon Time,2017,4030,1,5,10,60,9,409,card, Fantasy, Real-time,error,error,error
181440,Hack Trick,2015,4031,2,4,15,25,8,467,strategy, card, Deduction,error,error,error
3321,Die Pyramiden des Jaguar,2002,4032,2,2,45,45,11,853,card,error,error,error,error,error
7290,Pursue the Pennant,1985,4033,1,2,45,45,13,211,Sports,error,error,error,error,error
213882,Mole Rats in Space,2017,4034,2,4,20,20,3,262,Animals, Childrens Game, Sci_Fi,error,error,error
21947,RAN,2007,4035,2,4,240,240,10,202,Medieval, War,error,error,error,error
1421,Lost Worlds,1983,4036,2,2,10,10,9,434,Book, Fantasy, Fighting, Medieval,error,error
1927,Munchkin  Guest Artist Edition,2001,4037,3,6,60,120,352,38008,card, Fantasy, Fighting, Humor,error,error
144574,Last Chance for Victory,2014,4038,2,2,60,60,3,127,American War, War, War,error,error,error
322,Tonga Bonga,1998,4039,3,4,45,45,11,473,Economic, War, Racing,error,error,error
168215,Saboteur  The Duel Teaser Game,2014,4040,1,2,30,30,21,1049,Bluffing, card, Exploration, Fantasy,error,error
5452,DAK,1997,4041,2,2,360,360,0,171,War, War,error,error,error,error
285533,Miyabi,2019,4042,2,4,45,45,6,206,Puzzle,error,error,error,error,error
79067,Hex Hex XL,2010,4043,3,6,20,20,10,348,card,error,error,error,error,error
170669,Old School Tactical,2016,4044,2,0,60,60,10,165,War, War,error,error,error,error
3416,Fallschirmjaeger,2001,4045,2,2,360,360,2,171,War, War,error,error,error,error
69278,Nuklear Winter '68,2012,4046,2,3,60,60,10,203,Fantasy, Sci_Fi, War, War,error,error
182619,M.U.L.E. The Board Game,2015,4047,3,4,90,120,5,422,Economic, Exploration, Adaptation,error,error,error
247704,Quartermaster General  The Cold War,2018,4048,3,6,90,120,14,197,War, Political, War,error,error,error
122913,Samurai Battles,2012,4049,2,2,60,60,17,217,Medieval, Miniatures, War,error,error,error
83629,The Hobbit,2010,4050,2,5,30,45,22,1606,Adventure, card, Fantasy, Adaptation, Travel,error
242343,SiegeStorm  The SiegeMode,2019,4051,1,2,15,30,4,362,card, Fantasy,error,error,error,error
146158,New Haven,2013,4052,2,4,60,60,9,415,City Building,error,error,error,error,error
937,1825 Unit 1,1995,4053,2,5,180,180,10,278,Trains, Transportation,error,error,error,error
257966,Passing Through Petra,2018,4054,2,4,60,60,6,340,Ancient, Economic,error,error,error,error
37296,Yahtzee Free for All,2008,4055,2,6,20,20,8,621,Dice,error,error,error,error,error
174402,Tide of Iron  Next Wave,2014,4056,2,4,60,240,10,145,Fighting, Miniatures, War, War,error,error
88016,Briefcase,2012,4057,2,4,45,60,14,587,Economic,error,error,error,error,error
194100,Costa Rica,2016,4058,2,5,30,45,6,693,Exploration,error,error,error,error,error
193651,B\u00f6hmische D\u00f6rfer,2016,4059,2,5,30,30,11,599,Dice,error,error,error,error,error
1152,The Mystic Wood,1980,4060,2,4,60,60,11,487,Adventure, Exploration, Fantasy, Fighting, Medieval,error
256541,Monster Crunch! The Breakfast Battle Game,2018,4061,2,5,20,20,10,460,card,error,error,error,error,error
103184,The Gnomes of Zavandor,2011,4062,2,4,60,90,5,417,Economic, Fantasy,error,error,error,error
54643,Skyline 3000,2009,4063,2,4,60,60,9,561,City Building, Sci_Fi,error,error,error,error
228959,Alubari  A Nice Cup of Tea,2019,4064,1,5,45,120,4,205,Economic, Farming, Trains,error,error,error
207338,Dungeon Rush,2016,4065,2,5,13,19,6,492,Dexterity, card, Fantasy, Fighting, Humor, Real-time
270168,Tuki,2019,4066,1,4,30,45,10,316,strategy, Prehistoric, Puzzle,error,error,error
69851,Teenage Mutant Ninja Turtles,2010,4067,2,2,45,45,8,188,card, Fighting, Horror, Adult, Adaptation, Print & Play
221155,Donning the Purple,2018,4068,1,3,70,90,14,232,Ancient, Civilization, Economic, Fighting, Political,error
1669,Mosby's Raiders,1985,4069,1,1,120,120,11,418,American War, War,error,error,error,error
54433,Nanuk,2009,4070,5,8,45,45,13,652,Animals, Bluffing, card,error,error,error
34166,Finito!,2008,4071,2,4,20,20,11,707,strategy,error,error,error,error,error
142124,Tsukiji,2017,4072,2,4,20,30,10,234,card, Deduction,error,error,error,error
941,Turbo Taxi,2000,4073,2,4,30,30,14,1062,Puzzle, Real-time,error,error,error,error
94902,Dungeons & Dragons Starter Set,2008,4074,2,6,60,60,3,213,Adventure, Fantasy,error,error,error,error
164874,Airborne Commander,2015,4075,1,1,15,30,8,273,War, War,error,error,error,error
162865,I,2015,4076,2,4,90,90,13,231,Bluffing, Deduction, secret_agent, War,error,error
104,Extrablatt,1991,4077,3,4,90,90,4,251,Territory Building,error,error,error,error,error
150298,One Zero One,2013,4078,2,2,10,15,3,414,strategy, card, Number,error,error,error
244505,Pikoko,2018,4079,3,5,30,30,1,320,card,error,error,error,error,error
103651,23,2011,4080,2,4,25,25,9,453,card,error,error,error,error,error
21779,1914  Twilight in the East,2007,4081,2,6,720,4000,8,176,War, War,error,error,error,error
160784,Fidelitas,2015,4082,1,4,30,30,12,589,card, Medieval,error,error,error,error
34659,The Spanish Civil War 1936-1939,2010,4083,1,2,360,360,8,219,War, War, War,error,error,error
176596,The Great Battles of Alexander  Macedonian Art of War,2014,4084,1,4,240,240,2,125,Ancient, War,error,error,error,error
4324,Risk  The Lord of the Rings,2002,4085,2,4,120,120,30,4104,Adventure, Fantasy, Adaptation, Adaptation, Territory Building, War
28739,Garibaldi  The Escape,2007,4086,2,6,60,60,17,400,Bluffing, Deduction, Transportation,error,error,error
275089,Mental Blocks,2019,4087,2,9,10,20,5,245,Pandasaurus Games,error,error,error,error,error
3495,Harry Potter Trading Card Game,2001,4088,2,2,20,20,13,966,card, Collectible, Fantasy, Fighting, Adaptation,error
252693,Batman  The Animated Series \u2013 Gotham City Under Siege,2018,4089,1,5,45,60,4,261,Adaptation, Dice, Fighting, Miniatures, Adaptation,error
209664,Skyward,2017,4090,2,4,30,45,10,345,card,error,error,error,error,error
